1,0,0,0,1,0,0,0,1,0,0,0,0.707107,0,0,-0.707107,0.707107,0,0,-0.707107,1,0,0,0,1,0,0,0,0.707107,0,0,-0.707107,0.707107,0,0,-0.707107,1,0,0,0,1,0,0,0,0.707107,0,0,0.707107,0.707107,0,0,0.707107,0.7,0.6,1.5,0.7,0.6,-1.5,0,5.15,1.5,0,5.15,-1.5,0,13.9,1.5,0,13.9,-1.5,0,19.95,0,0,23.55,0,0,27.75,0,0,26.15,3.8,0,26.15,-3.8,2.38419e-07,20.25,3.8,2.38419e-07,20.25,-3.8,0,32.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311111,19.5476,0,1,1,0,0,0,0,0,0
0.999999,0,0,-0.00172756,1,0,0,9.80579e-05,0.999999,0,0,0.00110486,0.729936,-0.00162943,0.0077022,-0.68347,0.732093,0.00111096,-0.00790536,-0.681158,0.998854,0,0,0.0478707,0.999271,0,0,0.0381672,0.708834,-2.96418e-06,1.57219e-05,-0.705375,0.701,3.68778e-06,-1.83477e-05,-0.713161,0.999995,0,0,-0.00300786,0.999976,0,0,-0.00699745,0.706544,0,0,0.70767,0.711206,0,0,0.702984,0.701455,0.624678,1.49966,0.234843,0.6,-1.49962,0.00617041,5.17435,1.49976,-0.319703,5.17764,-1.49973,-0.0107649,13.9243,1.49992,-0.109063,13.9249,-1.49991,-0.032533,19.9742,0,-0.0263138,23.5742,0,-0.012273,27.7742,0,0.192512,26.1806,3.77115,0.212688,26.1819,-3.7678,0.817378,20.3208,3.71473,0.822755,20.3182,-3.70597,-0.00061843,32.7742,0,0,0,-0.103654,0,0,0.00588347,0,0,0.0662917,-0.107643,0.508819,1.97279,0.0733312,-0.521811,2.16253,0,0,2.87334,0,0,2.29059,-0.000197411,0.00104706,0.146753,0.000246347,-0.00122564,-0.515953,0,0,-0.180472,0,0,-0.41985,0,0,0.0477755,0,0,-0.348812,0.0414192,19.5745,0.000370916,0,1,0,0,0,0,0,0
0.999995,0,0,-0.00325629,1,0,0,0.000181662,0.999998,0,0,0.00204374,0.760958,-0.00342607,0.0190413,-0.648512,0.765992,0.00218551,-0.0195886,-0.642548,0.993204,0,0,0.116387,0.99569,0,0,0.0927433,0.710187,-1.06766e-05,5.66282e-05,-0.704013,0.691901,1.32291e-05,-6.58184e-05,-0.721992,0.999985,0,0,-0.00556551,0.999865,0,0,-0.0164562,0.706014,0,0,0.708198,0.717125,0,0,0.696945,0.716479,0.639629,1.49878,-0.397588,0.6,-1.49867,0.0266307,5.18913,1.49914,-0.743625,5.20908,-1.49907,-0.00189421,13.939,1.49971,-0.230072,13.9428,-1.49968,-0.0407431,19.9888,0,-0.0290205,23.5887,0,-0.00253982,27.7887,0,0.493907,26.2268,3.72149,0.543108,26.235,-3.71296,1.99657,20.5649,3.55985,2.01458,20.5502,-3.53951,0.0196227,32.7886,0,0,0,-0.0917239,0,0,0.00501625,0,0,0.0563325,-0.116047,0.734398,2.80947,0.0690928,-0.754727,3.08828,0,0,4.12572,0,0,3.28202,-0.000513268,0.00272235,0.115153,0.000640502,-0.00318667,-0.760807,0,0,-0.15346,0,0,-0.567564,0,0,0.0449216,0,0,-0.507363,0.0843168,19.6047,0.000892936,0,1,0,0,0,0,0,0
0.999989,0,0,-0.00478993,1,0,0,0.000263704,0.999996,0,0,0.00296319,0.796399,-0.00546489,0.0332777,-0.60383,0.804479,0.00333366,-0.0342923,-0.592982,0.979889,0,0,0.199541,0.987252,0,0,0.159168,0.711441,-2.13636e-05,0.000113311,-0.702746,0.680516,2.63408e-05,-0.000131052,-0.732734,0.999967,0,0,-0.00807123,0.999613,0,0,-0.0278322,0.705463,0,0,0.708746,0.724333,0,0,0.689451,0.739497,0.625532,1.49756,-1.16042,0.6,-1.49747,0.0558315,5.17494,1.49828,-1.24932,5.23453,-1.49821,0.0176416,13.9246,1.49942,-0.365478,13.9364,-1.49938,-0.0370816,19.9742,0,-0.0198381,23.5742,0,0.0191312,27.774,0,0.865112,26.2874,3.6515,0.947992,26.3117,-3.63609,3.35998,21.0807,3.33607,3.40642,21.0411,-3.30183,0.0519479,32.7738,0,0,0,-0.0920196,0,0,0.00492253,0,0,0.0551673,-0.128443,0.901047,3.43355,0.0717448,-0.926549,3.77738,0,0,5.05431,0,0,4.01824,-0.000710678,0.0037694,0.107024,0.000886849,-0.00441231,-0.939159,0,0,-0.150347,0,0,-0.682735,0,0,0.046581,0,0,-0.623882,0.142177,19.6278,0.00153933,0,1,0,0,0,0,0,0
0.999979,0,0,-0.00653225,1,0,0,0.000357076,0.999992,0,0,0.00400978,0.832716,-0.0078155,0.0495862,-0.551419,0.8435,0.0046646,-0.0511582,-0.534667,0.956742,0,0,0.290939,0.972553,0,0,0.232682,0.712873,-3.32505e-05,0.000176359,-0.701293,0.667577,4.07664e-05,-0.000202824,-0.744541,0.99994,0,0,-0.0109233,0.999176,0,0,-0.0405808,0.70484,0,0,0.709367,0.732308,0,0,0.680974,0.764926,0.6,1.49621,-2.01509,0.632436,-1.49627,0.088218,5.14928,1.49732,-1.81372,5.27819,-1.49735,0.0388711,13.8986,1.49909,-0.517639,13.9244,-1.49907,-0.0340001,19.948,0,-0.0104845,23.5479,0,0.0426714,27.7475,0,1.26427,26.3911,3.56332,1.38035,26.443,-3.53979,4.69488,21.9345,3.05898,4.79787,21.8631,-3.00733,0.0875816,32.7473,0,0,0,-0.104541,0,0,0.00560231,0,0,0.062796,-0.144831,1.00877,3.84503,0.0812871,-1.03728,4.22983,0,0,5.65912,0,0,4.49925,-0.000789643,0.00418823,0.122359,0.000985388,-0.00490257,-1.05101,0,0,-0.171132,0,0,-0.765366,0,0,0.0527823,0,0,-0.698361,0.195422,19.6658,0.00231776,0,1,0,0,0,0,0,0
0.999962,0,0,-0.00868698,1,0,0,0.000474669,0.999986,0,0,0.00533008,0.866902,-0.0105421,0.0670345,-0.493839,0.879657,0.00628789,-0.0692042,-0.470505,0.9233,0,0,0.38408,0.951234,0,0,0.308472,0.714754,-4.45642e-05,0.000236367,-0.699376,0.653861,5.43018e-05,-0.000270166,-0.756615,0.999895,0,0,-0.0145199,0.998532,0,0,-0.0541563,0.704088,0,0,0.710112,0.740548,0,0,0.672004,0.787175,0.6,1.49493,-2.92177,0.740977,-1.49531,0.118229,5.14903,1.49641,-2.41354,5.37854,-1.49665,0.0528198,13.8979,1.49877,-0.688894,13.9438,-1.49879,-0.04395,19.9468,0,-0.012678,23.5465,0,0.0580118,27.7459,0,1.64943,26.5752,3.4614,1.79305,26.6657,-3.42933,5.79833,23.1103,2.75961,5.99375,23.0159,-2.68471,0.117747,32.7455,0,0,0,-0.129288,0,0,0.00705558,0,0,0.0792187,-0.165211,1.05756,4.0439,0.0977197,-1.08691,4.44564,0,0,5.94014,0,0,4.72505,-0.000750161,0.00397882,0.161151,0.000936119,-0.00465744,-1.09636,0,0,-0.215815,0,0,-0.815454,0,0,0.0635147,0,0,-0.730812,0.224902,19.7532,0.0032567,0,1,0,0,0,0,0,0
0.999934,0,0,-0.0114578,1,0,0,0.000629375,0.999975,0,0,0.00707064,0.896721,-0.0137038,0.0845953,-0.434221,0.910503,0.00831308,-0.0873427,-0.404087,0.881153,0,0,0.47283,0.924205,0,0,0.381896,0.717353,-5.35306e-05,0.000283923,-0.69671,0.640198,6.48074e-05,-0.000322434,-0.76821,0.999815,0,0,-0.0192592,0.997684,0,0,-0.0680136,0.703155,0,0,0.711036,0.748572,0,0,0.663054,0.80067,0.6,1.49392,-3.8405,0.896498,-1.49473,0.140316,5.14854,1.49569,-3.02608,5.50521,-1.49621,0.0505168,13.8965,1.49852,-0.881686,13.9675,-1.49861,-0.0793827,19.9446,0,-0.0381372,23.5441,0,0.0550821,27.7431,0,1.98264,26.8017,3.35259,2.14429,26.9383,-3.31253,6.53531,24.4378,2.47589,6.85388,24.3495,-2.37035,0.133667,32.7423,0,0,0,-0.16626,0,0,0.00928234,0,0,0.104435,-0.189583,1.04742,4.03018,0.121043,-1.07545,4.42478,0,0,5.89737,0,0,4.69565,-0.000592231,0.00314117,0.223417,0.000739041,-0.00367692,-1.07523,0,0,-0.284396,0,0,-0.833001,0,0,0.0787854,0,0,-0.721221,0.215084,19.8555,0.00436055,0,1,0,0,0,0,0,0
0.999887,0,0,-0.0150485,1,0,0,0.000834085,0.999956,0,0,0.00937799,0.920847,-0.0173555,0.101182,-0.376168,0.934711,0.0108488,-0.104427,-0.339548,0.833888,0,0,0.551933,0.893658,0,0,0.448748,0.720933,-5.8369e-05,0.000309586,-0.693004,0.627468,7.02073e-05,-0.0003493,-0.778643,0.999674,0,0,-0.0255388,0.996664,0,0,-0.0816087,0.701986,0,0,0.712191,0.755925,0,0,0.654658,0.7998,0.6,1.49338,-4.73265,1.08453,-1.49464,0.148899,5.14772,1.49529,-3.62999,5.64682,-1.49612,0.0229786,13.894,1.49837,-1.09868,13.9922,-1.49854,-0.15275,19.9405,0,-0.0985813,23.5397,0,0.0238097,27.7379,0,2.23391,27.0466,3.24547,2.40271,27.2316,-3.19888,6.8752,25.7319,2.23949,7.32851,25.6909,-2.09735,0.12656,32.7366,0,0,0,-0.215457,0,0,0.0122826,0,0,0.138446,-0.217947,0.978352,3.80385,0.151256,-1.00289,4.16729,0,0,5.53083,0,0,4.41104,-0.000315858,0.00167529,0.309144,0.000394155,-0.00196103,-0.987568,0,0,-0.376876,0,0,-0.818006,0,0,0.0985765,0,0,-0.669604,0.156233,19.9591,0.00556404,0,1,0,0,0,0,0,0
0.999807,0,0,-0.0196625,0.999999,0,0,0.00110169,0.999923,0,0,0.0123987,0.938855,-0.0215499,0.115695,-0.323576,0.952062,0.0140024,-0.119304,-0.281334,0.786697,0,0,0.617339,0.862866,0,0,0.505433,0.725748,-5.72833e-05,0.000303828,-0.687961,0.616592,6.8472e-05,-0.000340666,-0.787283,0.99943,0,0,-0.0337561,0.995534,0,0,-0.0944,0.700526,0,0,0.713627,0.762174,0,0,0.647372,0.77894,0.6,1.49351,-5.5622,1.28057,-1.49508,0.13838,5.14646,1.49537,-4.20591,5.78599,-1.4964,-0.0387886,13.8897,1.49839,-1.34285,14.013,-1.49861,-0.276502,19.9333,0,-0.205731,23.5319,0,-0.0458827,27.7289,0,2.38331,27.2782,3.14946,2.55004,27.5075,-3.09827,6.88469,26.8283,2.06592,7.4597,26.8694,-1.88608,0.0876366,32.7267,0,0,0,-0.276881,0,0,0.0160564,0,0,0.181251,-0.250303,0.850356,3.36493,0.18836,-0.869244,3.67313,0,0,4.84049,0,0,3.87122,7.89636e-05,-0.000418826,0.418335,-9.85397e-05,0.000490261,-0.83342,0,0,-0.493254,0,0,-0.77047,0,0,0.122899,0,0,-0.575949,0.044379,20.0495,0.00672833,0,1,0,0,0,0,0,0
0.999675,0,0,-0.0255031,0.999999,0,0,0.00144508,0.999867,0,0,0.0162791,0.951059,-0.0263393,0.127055,-0.280447,0.963231,0.0178807,-0.130861,-0.233968,0.745755,0,0,0.66622,0.83583,0,0,0.548989,0.732035,-4.8449e-05,0.000256971,-0.681268,0.608519,5.75835e-05,-0.000286493,-0.793539,0.999018,0,0,-0.0443068,0.994382,0,0,-0.105849,0.698719,0,0,0.715397,0.766904,0,0,0.641762,0.732397,0.6,1.49452,-6.29625,1.45257,-1.49608,0.103099,5.14466,1.49607,-4.73649,5.90084,-1.4971,-0.143809,13.8826,1.49862,-1.61746,14.0234,-1.49886,-0.463092,19.9211,0,-0.371311,23.5188,0,-0.164082,27.7137,0,2.42006,27.4606,3.07392,2.57967,27.7244,-3.02006,6.68497,27.6206,1.95343,7.35028,27.7542,-1.74162,0.00809527,32.71,0,0,0,-0.350529,0,0,0.0206036,0,0,0.232849,-0.286651,0.66343,2.71339,0.232353,-0.674499,2.94233,0,0,3.82636,0,0,3.07618,0.000592233,-0.00314117,0.55099,-0.000739041,0.00367692,-0.61277,0,0,-0.63353,0,0,-0.690392,0,0,0.151763,0,0,-0.440258,-0.12076,20.1134,0.00768719,0,1,0,0,0,0,0,0
